ID;date;province;district;municipality;village;latitude;longitude;country;source;dataset;host;type;continent;year;location;full_name
KM366278;2001-05-24;Kampong Speu;Samrong;Trapaing Kang;TRAPAING KHSANG;11.485;104.643;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2001;Cambodia-KampongSpeu-Samrong-TrapaingKang-TrapaingKhsang;KM366278_Dog_2001-05-24_Cambodia-KampongSpeu-Samrong-TrapaingKang-TrapaingKhsang_11.485_104.643
KM366279;2008-12-22;Takeo;Samrorng;Boeng Tranh Tboung;BOENG TRANH;11.088;104.749;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2008;Cambodia-Takeo-Samrorng-BoengTranhTboung-BoengTranh;KM366279_Dog_2008-12-22_Cambodia-Takeo-Samrorng-BoengTranhTboung-BoengTranh_11.088_104.749
KM366280;2008-01-12;Pursat;Sampov Meas;Phteas Prey;PEAL NHEK 2;12.536;103.921;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2008;Cambodia-Pursat-SampovMeas-PhteasPrey-PealNhek2;KM366280_Dog_2008-01-12_Cambodia-Pursat-SampovMeas-PhteasPrey-PealNhek2_12.536_103.921
KM366281;2008-07-17;Kandal;Khsach Kandal;Svaychrom;BARACHANARAM;11.578;104.959;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2008;Cambodia-Kandal-KhsachKandal-Svaychrom-Barachanaram;KM366281_Dog_2008-07-17_Cambodia-Kandal-KhsachKandal-Svaychrom-Barachanaram_11.578_104.959
KM366282;2000-08-30;Kampong Cham;Kang Meas;Kchao;VAR RIN;11.903;105.135;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2000;Cambodia-KampongCham-KangMeas-Kchao-VarRin;KM366282_Dog_2000-08-30_Cambodia-KampongCham-KangMeas-Kchao-VarRin_11.903_105.135
KM366283;2009-06-22;Battambang;Rukhakiri;Prek Chik;KAM RENG;13.045;102.507;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2009;Cambodia-Battambang-Rukhakiri-PrekChik-KamReng;KM366283_Dog_2009-06-22_Cambodia-Battambang-Rukhakiri-PrekChik-KamReng_13.045_102.507
KM366284;2011-07-26;Kapot;Dangtung;Torteung;TOCH;10.712;104.526;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2011;Cambodia-Kapot-Dangtung-Torteung-Toch;KM366284_Dog_2011-07-26_Cambodia-Kapot-Dangtung-Torteung-Toch_10.712_104.526
KM366285;1998-07-02;Kampong Cham;Srey Santhor;Prek Damboque;TAKOY;11.897;105.167;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;1998;Cambodia-KampongCham-SreySanthor-PrekDamboque-Takoy;KM366285_Dog_1998-07-02_Cambodia-KampongCham-SreySanthor-PrekDamboque-Takoy_11.897_105.167
KM366286;2011-11-14;Kg Speu;Borseth;Svay Rompea;TRAM SAR SAR;11.195;104.566;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2011;Cambodia-KgSpeu-Borseth-SvayRompea-TramSarSar;KM366286_Dog_2011-11-14_Cambodia-KgSpeu-Borseth-SvayRompea-TramSarSar_11.195_104.566
KM366287;1998-09-12;Kampong Cham;Ta Bong Kahmom;Kor;KBAL O;11.957;105.719;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;1998;Cambodia-KampongCham-TaBongKahmom-Kor-KbalO;KM366287_Dog_1998-09-12_Cambodia-KampongCham-TaBongKahmom-Kor-KbalO_11.957_105.719
KM366288;2009-02-16;Kg Thom;Baray;Sralao;TUOL AMPIL;12.325;105.107;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2009;Cambodia-KgThom-Baray-Sralao-TuolAmpil;KM366288_Dog_2009-02-16_Cambodia-KgThom-Baray-Sralao-TuolAmpil_12.325_105.107
KM366289;2007-02-08;Phnom Penh;Meanchey;Chbar Ampov2;NA;11.533;104.939;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2007;Cambodia-PhnomPenh-Meanchey-ChbarAmpov2;KM366289_Dog_2007-02-08_Cambodia-PhnomPenh-Meanchey-ChbarAmpov2_11.533_104.939
KM366290;2001-12-26;Kampong Cham;Bateay;Bateay;SVAY POK;11.995;104.954;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2001;Cambodia-KampongCham-Bateay-Bateay-SvayPok;KM366290_Dog_2001-12-26_Cambodia-KampongCham-Bateay-Bateay-SvayPok_11.995_104.954
KM366291;2003-12-22;Banteay Meanchey;Thmor Puok;Thmor Puok;THMOR PUOK;13.939;103.058;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2003;Cambodia-BanteayMeanchey-ThmorPuok-ThmorPuok-ThmorPuok;KM366291_Dog_2003-12-22_Cambodia-BanteayMeanchey-ThmorPuok-ThmorPuok-ThmorPuok_13.939_103.058
KM366292;2006-05-01;Kg Thom;Baray;Svay Phloeung;SVAY PHLOEUNG;12.228;105.157;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2006;Cambodia-KgThom-Baray-SvayPhloeung-SvayPhloeung;KM366292_Dog_2006-05-01_Cambodia-KgThom-Baray-SvayPhloeung-SvayPhloeung_12.228_105.157
KM366293;2007-02-22;Banteay Meanchey;Pranet Preah;Toek Chor;TOEK CHOR;13.603;103.401;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2007;Cambodia-BanteayMeanchey-PranetPreah-ToekChor-ToekChor;KM366293_Dog_2007-02-22_Cambodia-BanteayMeanchey-PranetPreah-ToekChor-ToekChor_13.603_103.401
KM366294;2006-12-25;Phnom Penh;7Makara;Mithpheap;NA;11.559;104.899;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2006;Cambodia-PhnomPenh-7makara-Mithpheap;KM366294_Dog_2006-12-25_Cambodia-PhnomPenh-7makara-Mithpheap_11.559_104.899
KM366295;1999-08-07;Kampong Speu;Cbar Morn;Cbar Morn;BEK CHAN;11.485;104.491;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;1999;Cambodia-KampongSpeu-CbarMorn-CbarMorn-BekChan;KM366295_Dog_1999-08-07_Cambodia-KampongSpeu-CbarMorn-CbarMorn-BekChan_11.485_104.491
KM366296;2007-10-01;Kg Speu;Boset;Po Angkrong;PREY TAPHEM;11.138;104.662;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2007;Cambodia-KgSpeu-Boset-PoAngkrong-PreyTaphem;KM366296_Dog_2007-10-01_Cambodia-KgSpeu-Boset-PoAngkrong-PreyTaphem_11.138_104.662
KM366297;2004-06-25;Kandal;Kien Svay;Kbal Koh;PREK THOM;11.507;105.026;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2004;Cambodia-Kandal-KienSvay-KbalKoh-PrekThom;KM366297_Dog_2004-06-25_Cambodia-Kandal-KienSvay-KbalKoh-PrekThom_11.507_105.026
KM366298;2002-03-16;Banteay Meanchey;Serey Sophorn;Toeuk Thla;KAMPONG SVAY;13.592;102.976;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2002;Cambodia-BanteayMeanchey-SereySophorn-ToeukThla-KampongSvay;KM366298_Dog_2002-03-16_Cambodia-BanteayMeanchey-SereySophorn-ToeukThla-KampongSvay_13.592_102.976
KM366299;2009-01-26;Preah Vihear;Khcham San;Khcham San;TORK SRALAO;14.214;104.936;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2009;Cambodia-PreahVihear-KhchamSan-KhchamSan-TorkSralao;KM366299_Dog_2009-01-26_Cambodia-PreahVihear-KhchamSan-KhchamSan-TorkSralao_14.214_104.936
KM366300;2002-06-09;Kampong Speu;Borseth;Svayrompear;SLAPLENG;11.212;104.585;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2002;Cambodia-KampongSpeu-Borseth-Svayrompear-Slapleng;KM366300_Dog_2002-06-09_Cambodia-KampongSpeu-Borseth-Svayrompear-Slapleng_11.212_104.585
KM366301;2009-08-19;Kg Chhnang;Rolea Pha Air;Rolea Pha Air;PREY KHMER;12.165;104.665;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2009;Cambodia-KgChhnang-RoleaPhaAir-RoleaPhaAir-PreyKhmer;KM366301_Dog_2009-08-19_Cambodia-KgChhnang-RoleaPhaAir-RoleaPhaAir-PreyKhmer_12.165_104.665
KM366302;2004-01-28;Svay Rieng;Svay Chrum;Krorl Kour;THLORK;11.137;105.632;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2004;Cambodia-SvayRieng-SvayChrum-KrorlKour-Thlork;KM366302_Dog_2004-01-28_Cambodia-SvayRieng-SvayChrum-KrorlKour-Thlork_11.137_105.632
KM366303;2007-11-12;Svay Rieng;Svay Thom;Svay Thom;KRANGLEAV;11.002;105.599;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2007;Cambodia-SvayRieng-SvayThom-SvayThom-Krangleav;KM366303_Dog_2007-11-12_Cambodia-SvayRieng-SvayThom-SvayThom-Krangleav_11.002_105.599
KM366304;2001-05-07;Kandal;Angsnoul;Prey Pouch;PREY POUCH;11.466;104.718;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2001;Cambodia-Kandal-Angsnoul-PreyPouch-PreyPouch;KM366304_Dog_2001-05-07_Cambodia-Kandal-Angsnoul-PreyPouch-PreyPouch_11.466_104.718
KM366305;2002-05-08;Prey Veng;Sdech;Rom Chak;CHUNG RUK;11.163;105.367;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2002;Cambodia-PreyVeng-Sdech-RomChak-ChungRuk;KM366305_Dog_2002-05-08_Cambodia-PreyVeng-Sdech-RomChak-ChungRuk_11.163_105.367
KM366306;1998-10-26;Kampong Speu;Kangpisey;Roka Kaoh;ROKA KAOH;11.43;104.692;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;1998;Cambodia-KampongSpeu-Kangpisey-RokaKaoh-RokaKaoh;KM366306_Dog_1998-10-26_Cambodia-KampongSpeu-Kangpisey-RokaKaoh-RokaKaoh_11.43_104.692
KM366307;1998-07-15;Kandal;Kien Svay;Phum Thom;RETEING;11.495;105.046;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;1998;Cambodia-Kandal-KienSvay-PhumThom-Reteing;KM366307_Dog_1998-07-15_Cambodia-Kandal-KienSvay-PhumThom-Reteing_11.495_105.046
KM366308;2003-07-28;Prey Veng;Pmesang;Chiphuch;KROSAING;11.313;105.513;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2003;Cambodia-PreyVeng-Pmesang-Chiphuch-Krosaing;KM366308_Dog_2003-07-28_Cambodia-PreyVeng-Pmesang-Chiphuch-Krosaing_11.313_105.513
KM366309;1999-01-25;Kampong Cham;Kung  Meas;Rokaar;CHROY KRA BAO;11.865;105.128;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;1999;Cambodia-KampongCham-KungMeas-Rokaar-ChroyKraBao;KM366309_Dog_1999-01-25_Cambodia-KampongCham-KungMeas-Rokaar-ChroyKraBao_11.865_105.128
KM366310;2008-05-29;Kg Cham;Siem Reap;Sala Kamroeuk;SLOR KRAM;13.341;103.865;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2008;Cambodia-KgCham-SiemReap-SalaKamroeuk-SlorKram;KM366310_Dog_2008-05-29_Cambodia-KgCham-SiemReap-SalaKamroeuk-SlorKram_13.341_103.865
KM366311;2007-04-18;Kapot;Dang Tong;Angkor Meas;SNOR TOCH;10.761;104.399;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2007;Cambodia-Kapot-DangTong-AngkorMeas-SnorToch;KM366311_Dog_2007-04-18_Cambodia-Kapot-DangTong-AngkorMeas-SnorToch_10.761_104.399
KM366312;2005-11-14;Kg Thom;Baray;Andoung Po;CHIVIPHEAP;12.292;105.152;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2005;Cambodia-KgThom-Baray-AndoungPo-Chivipheap;KM366312_Dog_2005-11-14_Cambodia-KgThom-Baray-AndoungPo-Chivipheap_12.292_105.152
KM366313;2004-02-17;Kg Cham;Kang Meas;Roka A;SVAY SRANEAH 1;11.855;105.113;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2004;Cambodia-KgCham-KangMeas-RokaA-SvaySraneah1;KM366313_Dog_2004-02-17_Cambodia-KgCham-KangMeas-RokaA-SvaySraneah1_11.855_105.113
KM366314;2009-05-09;Banteay Meanchey;Poi Pet;Nimit;NIMIT;13.615;102.739;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2009;Cambodia-BanteayMeanchey-PoiPet-Nimit-Nimit;KM366314_Dog_2009-05-09_Cambodia-BanteayMeanchey-PoiPet-Nimit-Nimit_13.615_102.739
KM366315;2006-04-20;Takeo;Prey Kabbas;Prey Phdao;PREY KHNHEY;11.159;104.873;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2006;Cambodia-Takeo-PreyKabbas-PreyPhdao-PreyKhnhey;KM366315_Dog_2006-04-20_Cambodia-Takeo-PreyKabbas-PreyPhdao-PreyKhnhey_11.159_104.873
KM366316;2005-04-16;Kg Chhnang;Kampong Tralach;Long Vek;PHSAR TRACH;11.846;104.728;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2005;Cambodia-KgChhnang-KampongTralach-LongVek-PhsarTrach;KM366316_Dog_2005-04-16_Cambodia-KgChhnang-KampongTralach-LongVek-PhsarTrach_11.846_104.728
KM366317;2003-01-20;Takeo;Samrounrng;Khvav;ANGKONH;11.159;104.708;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2003;Cambodia-Takeo-Samrounrng-Khvav-Angkonh;KM366317_Dog_2003-01-20_Cambodia-Takeo-Samrounrng-Khvav-Angkonh_11.159_104.708
KM366318;2010-06-28;Kg Thom;Baray;So Young;SO YOUNG;12.237;105.126;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2010;Cambodia-KgThom-Baray-SoYoung-SoYoung;KM366318_Dog_2010-06-28_Cambodia-KgThom-Baray-SoYoung-SoYoung_12.237_105.126
KM366319;2008-10-14;Svay Rieng;Chan Trea;Prey Angkunh;CHREY THOM;11.035;106.012;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2008;Cambodia-SvayRieng-ChanTrea-PreyAngkunh-ChreyThom;KM366319_Dog_2008-10-14_Cambodia-SvayRieng-ChanTrea-PreyAngkunh-ChreyThom_11.035_106.012
KM366320;2007-05-11;Kg Thom;Siem Reap;Sala Kamroeurn;TAVEAN;13.355;103.878;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2007;Cambodia-KgThom-SiemReap-SalaKamroeurn-Tavean;KM366320_Dog_2007-05-11_Cambodia-KgThom-SiemReap-SalaKamroeurn-Tavean_13.355_103.878
KM366321;2001-10-25;Takeo;Sarong;Samrong;KRAING ROAUT;11.128;104.798;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2001;Cambodia-Takeo-Sarong-Samrong-KraingRoaut;KM366321_Dog_2001-10-25_Cambodia-Takeo-Sarong-Samrong-KraingRoaut_11.128_104.798
KM366322;2011-08-04;Kandal;Koh Thom;Prek Thmey;PREK THMEY;11.125;105.06;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2011;Cambodia-Kandal-KohThom-PrekThmey-PrekThmey;KM366322_Dog_2011-08-04_Cambodia-Kandal-KohThom-PrekThmey-PrekThmey_11.125_105.06
KM366323;2006-10-28;Kg Speu;Thpong;Monorum;THNAL;11.723;104.544;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2006;Cambodia-KgSpeu-Thpong-Monorum-Thnal;KM366323_Dog_2006-10-28_Cambodia-KgSpeu-Thpong-Monorum-Thnal_11.723_104.544
KM366324;2003-09-15;Kampong Thom;Santok;Kampong Thnor;KAMPONG THMOR;12.499;105.127;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2003;Cambodia-KampongThom-Santok-KampongThnor-KampongThmor;KM366324_Dog_2003-09-15_Cambodia-KampongThom-Santok-KampongThnor-KampongThmor_12.499_105.127
KM366325;2001-01-16;Kampot;Kampong Trach;Damnak Kantoude;DAMNAK KANTOUDE;10.577;104.466;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2001;Cambodia-Kampot-KampongTrach-DamnakKantoude-DamnakKantoude;KM366325_Dog_2001-01-16_Cambodia-Kampot-KampongTrach-DamnakKantoude-DamnakKantoude_10.577_104.466
KM366326;2000-03-29;Kampong Cham;Bathay;Taingkraing;PRASATH;11.868;104.933;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2000;Cambodia-KampongCham-Bathay-Taingkraing-Prasath;KM366326_Dog_2000-03-29_Cambodia-KampongCham-Bathay-Taingkraing-Prasath_11.868_104.933
KM366327;1999-09-06;Takeo;Prey Kambas;Prey Phdov;PREY PHDOV;11.137;104.872;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;1999;Cambodia-Takeo-PreyKambas-PreyPhdov-PreyPhdov;KM366327_Dog_1999-09-06_Cambodia-Takeo-PreyKambas-PreyPhdov-PreyPhdov_11.137_104.872
KM366328;1999-01-29;Phnom Penh;Mean Chey;Cbar Ampao Ii;NA;11.537;104.939;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;1999;Cambodia-PhnomPenh-MeanChey-CbarAmpaoIi;KM366328_Dog_1999-01-29_Cambodia-PhnomPenh-MeanChey-CbarAmpaoIi_11.537_104.939
KM366329;1998-08-28;Kandal;Saang;Troy Slar;N1L;11.352;105.021;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;1998;Cambodia-Kandal-Saang-TroySlar-N1l;KM366329_Dog_1998-08-28_Cambodia-Kandal-Saang-TroySlar-N1l_11.352_105.021
KM366330;1998-01-19;Phnom Penh;Roussey Keo;NA;NA;11.626;104.908;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;1998;Cambodia-PhnomPenh-RousseyKeo;KM366330_Dog_1998-01-19_Cambodia-PhnomPenh-RousseyKeo_11.626_104.908
KM366331;2009-06-17;Kg Som;Stoeng Hav;Tomnub Rolok;PHUM 2;10.738;103.632;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2009;Cambodia-KgSom-StoengHav-TomnubRolok-Phum2;KM366331_Dog_2009-06-17_Cambodia-KgSom-StoengHav-TomnubRolok-Phum2_10.738_103.632
KM366332;1998-10-20;Kandal;Kien Svay;Kampong Svay;KAMPONG SVAY;11.418;105.055;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;1998;Cambodia-Kandal-KienSvay-KampongSvay-KampongSvay;KM366332_Dog_1998-10-20_Cambodia-Kandal-KienSvay-KampongSvay-KampongSvay_11.418_105.055
KM366333;2009-12-21;Kapot;Angkor Chey;Bra Phnom;DAMNAK KRASIANG;10.841;104.655;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2009;Cambodia-Kapot-AngkorChey-BraPhnom-DamnakKrasiang;KM366333_Dog_2009-12-21_Cambodia-Kapot-AngkorChey-BraPhnom-DamnakKrasiang_10.841_104.655
KM366334;1999-06-08;Kampot;Chhuok;Chhuok;KRASAING;10.834;104.443;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;1999;Cambodia-Kampot-Chhuok-Chhuok-Krasaing;KM366334_Dog_1999-06-08_Cambodia-Kampot-Chhuok-Chhuok-Krasaing_10.834_104.443
KM366335;2000-08-16;Kandal;Angsnoule;Samrong Leu;PREY PCHITH;11.558;104.707;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2000;Cambodia-Kandal-Angsnoule-SamrongLeu-PreyPchith;KM366335_Dog_2000-08-16_Cambodia-Kandal-Angsnoule-SamrongLeu-PreyPchith_11.558_104.707
KM366336;2010-04-19;Kapot;Angkor Chey;Phnom Kong;SKOUR TUNG;10.753;104.663;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2010;Cambodia-Kapot-AngkorChey-PhnomKong-SkourTung;KM366336_Dog_2010-04-19_Cambodia-Kapot-AngkorChey-PhnomKong-SkourTung_10.753_104.663
KM366337;2009-09-05;Kg Speu;Thpong;Veal Pon;PREY MICH;11.788;104.609;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2009;Cambodia-KgSpeu-Thpong-VealPon-PreyMich;KM366337_Dog_2009-09-05_Cambodia-KgSpeu-Thpong-VealPon-PreyMich_11.788_104.609
KM366338;2010-01-16;Kandal;Ang Snuol;Damnak Ampil;TRAPAING TRACH;11.53;104.685;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2010;Cambodia-Kandal-AngSnuol-DamnakAmpil-TrapaingTrach;KM366338_Dog_2010-01-16_Cambodia-Kandal-AngSnuol-DamnakAmpil-TrapaingTrach_11.53_104.685
KM366339;2004-02-04;Phnom Penh;Chamkar Mon;Tuol Tompoung 2;1;11.564;104.924;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2004;Cambodia-PhnomPenh-ChamkarMon-TuolTompoung2-1;KM366339_Dog_2004-02-04_Cambodia-PhnomPenh-ChamkarMon-TuolTompoung2-1_11.564_104.924
KM366340;2004-04-22;Phnom Penh;Daun Penh;Sras Chak;NA;11.56;104.923;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2004;Cambodia-PhnomPenh-DaunPenh-SrasChak;KM366340_Dog_2004-04-22_Cambodia-PhnomPenh-DaunPenh-SrasChak_11.56_104.923
KM366341;2004-05-27;Phnom Penh;Russeykeo;Chroy Changva;2;11.576;104.936;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2004;Cambodia-PhnomPenh-Russeykeo-ChroyChangva-2;KM366341_Dog_2004-05-27_Cambodia-PhnomPenh-Russeykeo-ChroyChangva-2_11.576_104.936
KM366342;2004-07-27;Phnom Penh;Reussey Keo;Chroy Changva;DOEUM KOR;11.587;104.927;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2004;Cambodia-PhnomPenh-ReusseyKeo-ChroyChangva-DoeumKor;KM366342_Dog_2004-07-27_Cambodia-PhnomPenh-ReusseyKeo-ChroyChangva-DoeumKor_11.587_104.927
KM366343;2004-06-09;Phnom Penh;Russeykeo;Chroy Changva;4;11.591;104.94;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2004;Cambodia-PhnomPenh-Russeykeo-ChroyChangva-4;KM366343_Dog_2004-06-09_Cambodia-PhnomPenh-Russeykeo-ChroyChangva-4_11.591_104.94
KM366344;2004-04-11;Phnom Penh;Mean Chey;Boeng Tompun;THNOAT CHRUM;11.518;104.909;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2004;Cambodia-PhnomPenh-MeanChey-BoengTompun-ThnoatChrum;KM366344_Dog_2004-04-11_Cambodia-PhnomPenh-MeanChey-BoengTompun-ThnoatChrum_11.518_104.909
KM366345;2004-06-11;Phnom Penh;Russey Keo;Prek Leap;PREK LEAP;11.636;104.925;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2004;Cambodia-PhnomPenh-RusseyKeo-PrekLeap-PrekLeap;KM366345_Dog_2004-06-11_Cambodia-PhnomPenh-RusseyKeo-PrekLeap-PrekLeap_11.636_104.925
KM366346;2005-03-24;Phnom Penh;Chamkar Mon;Tuolsvayprey1;5;11.559;104.926;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2005;Cambodia-PhnomPenh-ChamkarMon-Tuolsvayprey1-5;KM366346_Dog_2005-03-24_Cambodia-PhnomPenh-ChamkarMon-Tuolsvayprey1-5_11.559_104.926
KM366347;2005-06-22;Phnom Penh;Mean Chey;Nirot;RUSSEY SROS;11.53;104.949;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2005;Cambodia-PhnomPenh-MeanChey-Nirot-RusseySros;KM366347_Dog_2005-06-22_Cambodia-PhnomPenh-MeanChey-Nirot-RusseySros_11.53_104.949
KM366348;2006-10-23;Phnom Penh;Russeykeo;Toekthla;NA;11.547;104.888;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2006;Cambodia-PhnomPenh-Russeykeo-Toekthla;KM366348_Dog_2006-10-23_Cambodia-PhnomPenh-Russeykeo-Toekthla_11.547_104.888
KM366349;2004-12-16;Phnom Penh;Russey Keo;Chroy Changva;2;11.576;104.936;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2004;Cambodia-PhnomPenh-RusseyKeo-ChroyChangva-2;KM366349_Dog_2004-12-16_Cambodia-PhnomPenh-RusseyKeo-ChroyChangva-2_11.576_104.936
KM366350;2004-07-30;Phnom Penh;Dangkor;Samrong Krorm;TRAPAING THNONG;11.569;104.812;Cambodia;Mey et al., 2016;Mey et al., 2016;Dog;N gene;Southeast Asia;2004;Cambodia-PhnomPenh-Dangkor-SamrongKrorm-TrapaingThnong;KM366350_Dog_2004-07-30_Cambodia-PhnomPenh-Dangkor-SamrongKrorm-TrapaingThnong_11.569_104.812
KX148226;2002;NA;NA;NA;NA;NA;NA;Afghanistan;Troupin et al., 2016;Troupin et al., 2016;Dog Canis familiaris;Genome;Middle East;2002;Afghanistan;KX148226_Dog-Canis-familiaris_2002_Afghanistan_NA_NA
KX148197;2015;NA;NA;NA;NA;NA;NA;Algeria;Troupin et al., 2016;Troupin et al., 2016;Dog Canis familiaris;Genome;North Africa;2015;Algeria;KX148197_Dog-Canis-familiaris_2015_Algeria_NA_NA
KX148216;1986;NA;NA;NA;NA;NA;NA;Brazil;Troupin et al., 2016;Troupin et al., 2016;Dog Canis familiaris;Genome;South America;1986;Brazil;KX148216_Dog-Canis-familiaris_1986_Brazil_NA_NA
KX148109;1986;NA;NA;NA;NA;NA;NA;Brazil;Troupin et al., 2016;Troupin et al., 2016;Dog Canis familiaris;Genome;South America;1986;Brazil;KX148109_Dog-Canis-familiaris_1986_Brazil_NA_NA
KX148217;1986;NA;NA;NA;NA;NA;NA;Brazil;Troupin et al., 2016;Troupin et al., 2016;Dog Canis familiaris;Genome;South America;1986;Brazil;KX148217_Dog-Canis-familiaris_1986_Brazil_NA_NA
